Geneid	gene_name	Cell1Fungi3	Cell1Fungi1	Naive1	Cell2Bug2	Naive2	Cell2Fungi1	Cell1Bug2	Cell2Fungi2	Cell1Fungi2	Naive3	Cell2Bug3	Cell1Bug3	Naive4	Cell2Fungi3	Cell1Bug1	Cell2Bug1
ENSMUSG00000030201	Lrp6	2533	2270	1281	2569	2648	2194	2466	2287	2569	1615	2583	4221	1190	2042	1808	2426
ENSMUSG00000032718	Mansc1	39	47	19	72	21	23	28	25	49	9	70	48	35	29	25	24
ENSMUSG00000042992	Loh12cr1	522	513	680	565	802	674	531	637	531	738	651	493	529	658	456	646
ENSMUSG00000030203	Dusp16	1496	1379	1653	975	2154	1635	761	1630	1445	1716	1217	1551	1420	1577	1050	1038
ENSMUSG00000032652	Crebl2	570	529	498	374	1015	764	389	826	553	700	484	491	555	748	415	416
ENSMUSG00000032641	Gpr19	139	137	150	66	135	117	132	150	136	167	97	120	161	117	118	87
ENSMUSG00000100876	2810454H06Rik	25	29	38	56	33	29	34	30	23	16	27	39	50	19	14	33
ENSMUSG00000003031	Cdkn1b	893	860	1578	1804	1257	1269	687	1308	922	1777	1471	1087	1015	1120	627	1059
ENSMUSG00000098318	1190002F15Rik	115	94	166	144	151	84	79	94	79	199	173	133	128	89	77	178
ENSMUSG00000090698	Apold1	97	75	15	6	24	10	27	11	80	9	9	42	70	7	29	16
ENSMUSG00000030204	Ddx47	3251	2829	2539	2875	4230	3589	2556	3494	2917	3374	3526	2891	2530	3463	2340	3699
ENSMUSG00000046733	Gprc5a	41	27	7	75	31	18	92	11	45	6	77	90	24	16	171	61
ENSMUSG00000030205	Gprc5d	3	2	31	0	28	7	3	6	3	17	2	1	37	7	1	1
ENSMUSG00000042770	Hebp1	9172	8265	11969	9519	11524	15589	9901	15359	8215	14856	14480	10411	10106	15183	8265	13319
ENSMUSG00000088372	Gm22881	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000030207	8430419L09Rik	1198	1027	949	542	1490	1155	721	1201	1113	999	963	896	859	1199	524	772
ENSMUSG00000030206	Gsg1	97	97	123	86	104	87	160	90	83	154	122	102	150	90	88	153
ENSMUSG00000047104	Pbp2	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000082691	Dynlt1-ps1	12	5	5	2	4	5	5	3	4	7	4	9	4	8	4	1
ENSMUSG00000030208	Emp1	8355	7363	2436	10027	4823	4154	5752	4329	7638	4092	8921	9083	3177	3817	6639	10129
ENSMUSG00000065187	Gm25136	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030209	Grin2b	3	2	30	1	63	4	0	2	11	6	1	0	118	0	0	1
ENSMUSG00000086239	Gm14329	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000089263	Gm22892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102468	Gm38202	2	0	9	0	10	0	0	0	0	2	0	0	12	0	0	0
ENSMUSG00000102767	Gm37182	0	0	7	7	12	2	3	2	1	0	7	0	20	1	0	0
ENSMUSG00000086614	Gm14330	0	0	1	0	1	0	0	0	0	1	0	0	9	0	0	0
ENSMUSG00000097496	Gm26653	0	0	3	0	6	0	0	1	0	0	0	0	27	0	0	0
ENSMUSG00000087878	Gm26105	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094973	Gm8994	0	0	1	0	1	0	0	0	0	0	0	0	4	0	1	0
ENSMUSG00000083916	Gm15476	1	1	1	0	3	0	0	0	1	0	0	0	6	0	0	0
ENSMUSG00000045291	E330021D16Rik	0	0	3	0	4	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000088409	Gm25882	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091408	Gm6728	1	1	2	0	6	0	1	1	0	2	2	1	2	1	3	0
ENSMUSG00000071141	Rpl36a-ps3	9	13	9	25	10	15	15	17	12	10	21	13	5	8	10	23
ENSMUSG00000030213	Atf7ip	1975	1825	2473	2538	3974	2482	2085	2418	1963	2898	2087	2198	2629	2385	1939	2170
ENSMUSG00000103910	5830415B17Rik	4	4	23	42	12	6	15	7	7	13	5	25	16	4	13	16
ENSMUSG00000030214	Plbd1	5074	4598	84	780	118	266	3941	273	4931	60	987	3225	91	270	2823	1143
ENSMUSG00000042638	Gucy2c	6	4	7	8	17	3	15	1	4	1	2	3	21	1	2	6
ENSMUSG00000096010	Hist4h4	19	12	27	30	17	8	71	10	16	8	18	34	25	14	56	29
ENSMUSG00000060032	H2afj	2872	2716	3001	4616	2517	2777	5378	2781	2711	3009	4178	3667	2412	2768	4628	5630
ENSMUSG00000105415	AC122804.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030216	Wbp11	2398	2261	1955	1276	1711	1869	1915	1743	2699	2002	1474	1949	1663	1646	1940	1466
ENSMUSG00000047515	BC049715	7	5	11	6	5	4	11	5	6	9	5	13	14	5	8	10
ENSMUSG00000043298	Smco3	9	8	6	13	4	9	8	7	7	2	8	8	7	4	16	6
ENSMUSG00000030217	Art4	2	9	2	5	11	1	11	2	5	1	3	8	8	2	4	4
ENSMUSG00000030218	Mgp	395	358	73	528	100	93	705	85	398	60	211	622	43	108	454	356
ENSMUSG00000030219	Erp27	14	17	49	25	26	14	26	16	19	26	21	14	47	13	32	17
ENSMUSG00000030220	Arhgdib	17717	16222	15317	7044	14101	17070	11473	15227	17053	18607	11913	13238	13421	15082	11434	10645
ENSMUSG00000064330	Pde6h	14	8	28	15	29	3	9	9	5	6	5	5	67	1	10	6
ENSMUSG00000030222	Rerg	3	5	7	4	11	4	4	2	3	2	4	3	3	1	4	5
ENSMUSG00000030223	Ptpro	3561	3045	472	771	934	1591	1938	1488	3380	623	1158	2503	607	1464	1667	1211
ENSMUSG00000015766	Eps8	3736	3124	1368	4542	3041	3137	3929	3055	3464	2260	4680	5218	1498	2853	3817	5003
ENSMUSG00000030224	Strap	4582	4150	4984	5884	6306	6282	3938	6131	4432	6327	6416	4984	4236	5768	3947	6588
ENSMUSG00000030225	Dera	1657	1581	768	1466	1220	1692	1233	1786	1603	1200	1958	1626	974	1666	1455	1833
ENSMUSG00000094466	Gm24308	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000044378	Slc15a5	1	1	13	2	23	0	0	2	1	1	1	1	45	0	0	0
ENSMUSG00000008540	Mgst1	13042	11272	12527	19173	8523	15941	17950	15245	12306	11661	19397	13919	9395	14851	15520	22043
ENSMUSG00000030226	Lmo3	2	3	11	0	19	0	0	1	0	0	0	0	28	0	0	0
ENSMUSG00000089957	A830011K09Rik	1	0	3	0	13	0	0	0	3	1	0	0	14	0	0	0
ENSMUSG00000100166	B230110G15Rik	0	1	2	0	12	0	0	0	1	0	0	0	19	2	0	0
ENSMUSG00000046717	Igbp1b	1	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000088903	Gm25434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092164	Rergl	0	0	0	0	2	1	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000030228	Pik3c2g	0	4	13	3	51	2	1	2	2	4	3	3	116	3	2	3
ENSMUSG00000103951	Gm37269	0	0	2	0	5	0	0	0	1	1	0	0	13	0	1	0
ENSMUSG00000030230	Plcz1	1	0	1	0	4	0	0	0	2	0	0	0	8	0	0	0
ENSMUSG00000041791	Capza3	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
ENSMUSG00000089558	Gm24174	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000065882	n-R5s168	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000030231	Plekha5	106	102	98	97	175	106	144	88	123	109	65	148	141	87	153	79
ENSMUSG00000084477	Gm25780	0	2	1	0	1	2	0	0	1	1	0	0	2	0	0	0
ENSMUSG00000030232	Aebp2	3527	3332	3851	5551	5521	5085	3727	5076	3246	4144	4486	4207	3694	4783	3536	5763
ENSMUSG00000079264	Gm11077	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000080921	Rpl38-ps2	172	216	326	402	133	98	264	124	172	197	292	196	150	161	290	376
ENSMUSG00000102066	Gm28524	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000100707	Gm28523	2	0	0	1	1	0	0	1	2	1	0	0	8	0	0	0
ENSMUSG00000041741	Pde3a	18	18	11	23	81	16	33	12	21	22	6	33	72	15	21	16
ENSMUSG00000030235	Slco1c1	1	2	4	0	7	0	0	1	0	0	0	0	14	0	1	0
ENSMUSG00000030236	Slco1b2	2	0	5	0	15	2	0	0	3	2	0	0	22	0	0	0
ENSMUSG00000084927	Gm5724	0	1	4	0	9	0	0	0	1	1	1	0	20	0	0	0
ENSMUSG00000088865	Gm23069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030237	Slco1a4	0	0	4	0	10	1	0	0	0	1	0	0	16	0	0	0
ENSMUSG00000041698	Slco1a1	1	0	2	0	11	0	0	0	0	0	0	0	10	1	0	0
ENSMUSG00000087904	Gm22036	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000079263	Gm6614	0	2	9	0	8	0	0	0	0	2	0	0	19	0	0	0
ENSMUSG00000089616	Gm23775	0	0	1	0	0	0	0	0	0	1	0	0	8	0	0	0
ENSMUSG00000079262	Slco1a6	1	1	3	0	11	0	1	1	1	2	0	0	21	0	0	0
ENSMUSG00000092488	Gm18159	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000092500	Gm20400	0	0	1	2	6	0	0	0	0	0	0	0	4	1	1	0
ENSMUSG00000063975	Slco1a5	0	0	8	1	4	1	1	1	3	0	2	0	14	2	2	2
ENSMUSG00000088239	Gm25430	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000041681	Iapp	0	1	5	0	6	0	0	0	0	0	0	0	18	1	0	0
ENSMUSG00000041671	Pyroxd1	296	258	244	113	598	339	232	369	256	471	179	264	369	354	222	186
ENSMUSG00000030243	Recql	643	565	336	256	1400	1014	324	1070	640	742	319	470	621	1004	368	370
ENSMUSG00000030245	Golt1b	1753	1592	1324	2245	1643	2074	1799	1978	1664	1660	2230	1893	1038	1956	1794	2394
ENSMUSG00000071112	B230216G23Rik	7	8	18	21	23	17	10	5	7	13	5	9	29	10	11	12
ENSMUSG00000030244	Gys2	2	2	9	0	12	0	0	0	0	0	0	1	25	0	0	0
ENSMUSG00000030246	Ldhb	1671	1558	13	860	18	809	1180	809	1622	9	1457	1216	22	839	1114	1393
ENSMUSG00000030247	Kcnj8	7	2	10	5	33	5	10	3	8	0	4	11	31	2	21	7
ENSMUSG00000030249	Abcc9	2	4	12	6	25	3	4	2	8	6	6	8	73	3	6	5
ENSMUSG00000104234	5330439B14Rik	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000030282	Cmas	4662	4066	2875	10144	3196	5077	4675	5274	4054	3073	8124	4695	2300	5040	4813	9382
ENSMUSG00000048473	Gm766	2	0	13	3	9	8	4	3	1	10	3	4	22	3	2	6
ENSMUSG00000072683	Gm7457	1	4	9	0	17	0	2	0	5	3	0	11	25	0	3	0
ENSMUSG00000030283	St8sia1	18	12	12	155	15	5	194	9	11	7	57	114	25	3	164	130
ENSMUSG00000030279	C2cd5	998	856	1526	1134	2517	1672	842	1657	925	1859	1286	1009	1421	1496	695	1228
ENSMUSG00000030275	Etnk1	2025	1779	1269	1791	1823	1949	1974	1864	1993	1266	1929	2150	1171	1827	1859	1875
ENSMUSG00000072679	D6Ertd474e	2	2	3	0	7	0	0	1	0	0	0	0	11	1	0	1
ENSMUSG00000077241	Gm23272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084971	4930579D09Rik	0	1	3	0	2	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000086887	1700060C16Rik	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000041540	Sox5	9	8	41	8	66	1	4	2	7	14	2	11	145	1	9	0
ENSMUSG00000087302	Sox5os1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000087157	Sox5os2	0	0	2	0	2	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000072677	Sox5it	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000085785	Sox5os3	0	1	2	0	5	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000086282	Sox5os4	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0
ENSMUSG00000086731	Sox5os5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000087850	Gm22792	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000030268	Bcat1	10	8	20	81	42	13	71	2	8	7	19	25	80	9	94	62
ENSMUSG00000088867	Gm23071	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000097419	Gm26666	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000086643	Gm15687	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000030263	Lrmp	2241	2036	621	798	1098	1343	1686	1258	2269	822	872	1895	850	1211	1608	1111
ENSMUSG00000043541	Casc1	6	8	39	41	34	7	38	7	4	27	15	31	72	11	36	9
ENSMUSG00000086863	Gm15543	1	0	0	5	2	0	2	1	0	0	1	1	1	0	2	4
ENSMUSG00000040370	Lyrm5	1282	1171	820	1804	775	1383	1290	1314	1297	898	1577	1268	821	1277	1273	1492
ENSMUSG00000030265	Kras	2118	1936	2042	2865	2051	1769	1612	1765	1906	2194	2533	2213	1569	1589	1622	2059
ENSMUSG00000086013	Gm15706	19	25	46	11	15	13	21	13	11	24	10	12	38	10	15	14
ENSMUSG00000067344	Rps25-ps1	69	61	61	77	20	41	89	43	66	39	52	285	153	53	67	77
ENSMUSG00000087852	Gm22793	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000087277	2010013B24Rik	10	11	15	15	1	0	30	1	8	0	18	27	10	3	12	12
ENSMUSG00000083962	Gm15707	5	1	2	0	1	0	4	2	3	1	1	2	2	1	1	4
ENSMUSG00000054966	Lmntd1	3	2	13	2	24	5	1	1	2	4	0	2	40	1	0	5
ENSMUSG00000088362	Gm23498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087204	1700073E17Rik	0	1	1	0	6	1	0	0	1	0	1	0	12	1	0	0
ENSMUSG00000086722	Gm15499	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000088781	Gm25373	0	0	0	0	2	0	0	0	0	1	1	0	4	0	0	0
ENSMUSG00000067338	Tuba3b	0	0	0	0	3	0	0	1	0	0	0	1	2	0	0	0
ENSMUSG00000085658	Gm15704	7	7	4	17	3	5	11	2	1	2	3	14	21	2	12	7
ENSMUSG00000030259	Rassf8	979	826	206	1395	141	623	1732	618	883	119	1094	1569	151	581	1921	1351
ENSMUSG00000030256	Bhlhe41	6658	5928	5512	17142	4381	9444	4248	9681	5832	3527	16098	6561	3073	8965	4136	12533
ENSMUSG00000030255	Sspn	118	116	272	103	363	403	39	402	115	236	138	90	396	359	36	87
ENSMUSG00000085414	Sspnos	1	0	5	1	10	2	1	1	1	2	0	0	10	2	0	0
ENSMUSG00000030287	Itpr2	3217	3004	4453	4408	4601	4211	3854	3971	3344	4440	3745	3709	3785	3888	3223	3706
ENSMUSG00000082120	Gm15720	9	13	94	45	6	12	42	16	13	26	16	35	53	11	22	18
ENSMUSG00000040250	Asun	588	510	764	567	1199	673	525	620	573	889	583	690	785	586	510	658
ENSMUSG00000040242	Fgfr1op2	3189	2904	3551	3145	3767	3343	2683	3307	3127	4111	2901	3094	3135	3092	2765	2722
ENSMUSG00000040234	Tm7sf3	3340	2966	2491	5232	3351	4567	2299	4331	3163	2878	5032	2829	2446	4111	2298	4899
ENSMUSG00000030291	Med21	286	237	437	306	292	318	328	258	276	381	305	314	313	261	235	361
ENSMUSG00000084291	Gm6654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085238	4930479D17Rik	14	16	3	2	4	0	6	1	15	1	0	11	13	0	3	1
ENSMUSG00000001630	Stk38l	1308	1124	699	604	1196	978	670	946	1221	801	711	982	652	943	676	701
ENSMUSG00000040187	Arntl2	18	18	39	3	56	30	11	22	21	33	13	16	49	21	20	6
ENSMUSG00000030292	Smco2	1	0	11	0	16	0	0	0	1	2	1	0	18	0	0	0
ENSMUSG00000016487	Ppfibp1	1695	1465	1815	1759	3503	2480	1408	2521	1734	2502	1481	1737	2039	2398	1294	1494
ENSMUSG00000040163	1700034J05Rik	0	0	1	0	3	1	1	3	3	2	0	3	5	0	0	0
ENSMUSG00000040121	Rep15	26	12	75	65	60	29	50	27	29	93	44	44	71	28	40	43
ENSMUSG00000040112	Mrps35	1048	895	1211	1809	986	1059	1189	1162	871	1186	1684	1158	869	1059	1047	1621
ENSMUSG00000072662	Mansc4	21	12	56	33	51	19	27	12	21	28	25	23	63	14	24	32
ENSMUSG00000040102	Klhl42	210	207	128	187	145	224	181	234	195	165	303	245	128	178	191	269
ENSMUSG00000080760	Gm7571	0	0	0	0	0	0	0	0	1	0	0	0	6	0	1	0
ENSMUSG00000085600	E330012B07Rik	2	0	1	0	0	0	0	1	1	1	0	0	2	0	0	0
ENSMUSG00000086021	Gm15767	0	0	6	0	1	2	0	0	0	1	0	0	2	1	1	0
ENSMUSG00000048776	Pthlh	2	1	2	1	4	1	0	1	1	0	0	1	11	0	1	0
ENSMUSG00000081023	Gm15766	0	0	1	0	0	1	2	0	0	1	0	0	4	0	2	1
ENSMUSG00000072660	Gm6288	0	2	1	1	6	1	1	0	1	2	1	2	7	2	1	1
ENSMUSG00000030301	Ccdc91	637	613	819	525	1189	1077	413	976	595	876	736	532	678	953	486	657
ENSMUSG00000085077	1700049E15Rik	0	0	6	0	11	1	0	1	2	1	0	0	12	0	0	0
ENSMUSG00000086019	Gm15762	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000086777	Far2os2	0	0	2	0	3	1	0	0	0	1	0	0	9	0	0	0
ENSMUSG00000030303	Far2	104	87	170	237	221	127	134	105	118	191	144	197	156	102	125	138
ENSMUSG00000089948	Far2os1	0	0	0	0	1	0	0	2	0	0	0	0	5	0	0	0
ENSMUSG00000030304	Ergic2	2004	1748	1556	1668	2352	2238	1783	2227	1885	2058	2071	2381	1459	2047	1658	2102
ENSMUSG00000084823	Gm17216	2	0	5	1	4	1	2	0	2	0	0	2	6	0	1	1
ENSMUSG00000030306	Tmtc1	8	12	36	22	65	14	24	14	24	13	13	23	59	15	14	19
ENSMUSG00000082199	Gm15763	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0
ENSMUSG00000063171	Rps4l	337	326	1776	514	1223	1175	535	1141	316	1516	612	416	1079	1248	442	731
ENSMUSG00000070995	Gm6313	0	0	2	0	5	0	0	0	0	0	0	0	10	0	0	0
ENSMUSG00000065269	Gm23456	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084909	4930528G23Rik	0	2	6	0	2	0	0	0	1	0	0	0	17	0	0	0
ENSMUSG00000081556	Gm15778	1	0	6	0	14	1	0	0	0	0	0	0	25	0	0	0
ENSMUSG00000040029	Ipo8	1765	1564	1826	2354	2887	2445	1382	2510	1646	2057	2245	1833	1511	2298	1298	2129
ENSMUSG00000030309	Caprin2	97	93	166	154	196	94	112	94	118	154	62	123	231	87	98	93
ENSMUSG00000095288	Gm7618	30	36	67	43	35	19	64	28	28	45	33	34	29	26	57	40
ENSMUSG00000039985	Fam60a	131	99	77	45	179	79	96	82	113	101	95	169	81	68	107	75
ENSMUSG00000085355	3010003L21Rik	22	13	11	14	17	12	27	5	7	10	7	15	24	9	25	8
ENSMUSG00000080536	Gm25539	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000030313	Dennd5b	12	12	37	24	54	4	18	13	7	14	8	24	93	4	23	13
ENSMUSG00000097505	Gm26540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082633	Gm15779	1	0	10	4	5	0	1	0	1	1	2	0	17	0	3	2
ENSMUSG00000081532	Gm15781	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000065664	Gm22578	0	0	2	0	1	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000082829	Gm15780	3	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0
ENSMUSG00000065198	Gm23462	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000067292	Gm10203	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000039958	Mettl20	363	340	132	762	173	239	532	282	308	190	530	494	148	242	516	648
ENSMUSG00000056872	Gm10011	0	2	8	2	7	4	1	2	1	4	0	2	17	0	1	4
ENSMUSG00000068250	Amn1	448	375	403	524	585	499	452	482	417	504	643	466	368	481	434	636
ENSMUSG00000032712	2810474O19Rik	4466	4103	4440	6110	4287	4314	5281	4396	4530	5508	4405	5867	4528	3780	4876	4834
ENSMUSG00000084083	Gm15782	0	0	7	3	5	0	0	0	1	0	1	0	10	1	1	0
ENSMUSG00000081126	Gm15784	2	3	1	0	3	1	1	0	1	0	0	0	3	2	0	0
ENSMUSG00000081335	Gm15786	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083351	Gm15783	1	1	5	0	10	0	0	0	0	2	0	0	23	0	0	0
ENSMUSG00000003452	Bicd1	20	12	77	55	112	70	25	76	17	78	24	37	114	59	23	28
ENSMUSG00000082072	Gm15785	7	3	6	2	7	6	8	9	7	10	8	8	6	7	8	7
ENSMUSG00000094467	Gm24307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096299	Gm21814	3	1	3	4	2	2	0	4	1	0	7	3	2	1	3	2
ENSMUSG00000091292	Gm3104	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055452	Gm7353	8	7	2	8	8	3	1	4	8	10	7	4	3	4	3	6
ENSMUSG00000054753	AU018091	5	3	9	0	21	1	0	0	3	1	0	0	34	0	0	1
ENSMUSG00000077815	Mir290a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106340	mmu-mir-290b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078008	Mir291a	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078041	Mir292	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000104747	mmu-mir-292b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078032	Mir291b	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
ENSMUSG00000078035	Mir293	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000077903	Mir294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077886	Mir295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078817	Nlrp12	5	9	9	2	12	5	7	6	9	6	5	26	32	3	19	4
ENSMUSG00000068566	Myadm	15529	14279	16815	12984	17102	15600	9582	14943	16086	18566	15626	12416	10877	15221	10025	13557
ENSMUSG00000078816	Prkcg	60	52	92	10	61	37	46	36	49	73	14	36	133	36	72	14
ENSMUSG00000069806	Cacng7	1	1	4	0	2	0	0	0	1	0	0	0	7	0	1	0
ENSMUSG00000053395	Cacng8	6	13	1	1	4	5	5	4	7	0	2	4	15	4	4	0
ENSMUSG00000094210	Gm23450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078815	Cacng6	1	0	5	0	13	0	0	0	0	0	0	0	21	0	0	0
ENSMUSG00000053338	Tarm1	295	312	13	230	33	138	403	123	290	13	430	409	30	139	484	570
ENSMUSG00000095674	Gm25100	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000054594	Oscar	1	1	3	2	10	2	0	0	2	2	3	2	14	2	3	4
ENSMUSG00000035674	Ndufa3	4320	3703	4259	7161	3545	4927	5037	4784	3799	4335	8303	4898	3095	4717	4554	8366
ENSMUSG00000006335	Tfpt	914	811	608	922	843	848	959	823	814	752	1058	980	567	932	896	1129
ENSMUSG00000008373	Prpf31	2526	2246	1826	1210	3116	2741	1845	2582	2403	2607	1819	2014	1923	2537	1605	1745
ENSMUSG00000085039	Gm15927	17	16	8	2	17	18	11	24	16	11	4	12	17	9	12	7
ENSMUSG00000035632	Cnot3	314	327	362	147	288	214	306	204	390	382	152	300	303	200	309	145
ENSMUSG00000093290	Mir3572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078813	Leng1	190	164	177	61	155	148	154	126	184	186	73	123	136	114	159	75
ENSMUSG00000019734	Tmc4	132	92	157	107	170	130	187	103	118	179	115	173	157	104	253	146
ENSMUSG00000086032	Gm15929	0	1	0	0	2	0	2	2	0	1	0	0	2	0	0	0
ENSMUSG00000035596	Mboat7	3353	2953	2710	1431	2727	3332	2560	2977	3508	3247	2352	2447	2043	3088	2889	2313
ENSMUSG00000035585	Tsen34	1211	1080	1661	975	982	1120	1252	1080	1073	1293	921	949	1015	1169	994	909
ENSMUSG00000006333	Rps9	52310	46777	49007	59170	35978	41575	59813	40051	46977	42005	64226	52989	35159	40770	53581	71341
ENSMUSG00000058818	Pirb	8372	7761	4735	4383	4682	6961	5538	6201	8681	4322	5534	5822	4304	6385	5419	4828
ENSMUSG00000081665	Gm15922	103	96	25	2	57	78	34	62	95	33	12	39	36	58	30	8
ENSMUSG00000074418	Gm15930	0	0	3	0	3	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000080917	Gm15925	1	6	1	0	5	5	1	3	1	2	1	5	3	4	6	1
ENSMUSG00000074419	Gm15448	98	96	78	45	136	107	50	92	118	84	66	77	93	104	81	59
ENSMUSG00000089942	Pira2	484	431	76	19	366	446	145	430	481	217	81	231	178	381	207	61
ENSMUSG00000074420	Gm10693	6	1	2	1	6	5	2	3	6	1	0	0	7	2	2	0
ENSMUSG00000074417	Gm14548	177	162	27	1	113	146	40	105	185	70	18	59	78	108	64	11
ENSMUSG00000030427	Lilra6	404	439	591	203	614	404	275	374	452	681	306	240	458	395	324	246
ENSMUSG00000083344	Gm7363	6	6	88	9	14	1	15	2	6	16	4	9	47	1	8	8
ENSMUSG00000082093	Gm15928	15	11	19	10	15	7	7	11	13	19	12	10	19	5	6	15
ENSMUSG00000055541	Lair1	7814	6729	3575	4885	3609	5241	4792	5055	7350	3906	3957	5230	3400	4816	3210	4010
ENSMUSG00000086155	9430041J12Rik	1	1	5	0	1	0	0	1	0	1	0	1	14	0	1	0
ENSMUSG00000075719	Gm23741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030428	Ttyh1	14	10	25	15	24	23	11	25	17	16	5	10	48	25	9	11
ENSMUSG00000085886	D030047H15Rik	2	2	1	0	1	0	0	1	3	1	0	2	7	2	1	0
ENSMUSG00000035545	Leng8	934	868	707	232	519	609	486	499	1231	721	242	392	772	607	492	195
ENSMUSG00000043432	Leng9	433	371	571	155	671	663	235	649	389	562	203	262	580	628	219	161
ENSMUSG00000063838	Cdc42ep5	5	2	171	9	205	97	12	66	4	214	20	12	135	95	11	22
